"","Gene","Exon","Transcript","Junction","DER","Symbol"
"ENSG00000197124",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF682"
"ENSG00000268070",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000213988",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF90"
"ENSG00000224864",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000267383",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000267220",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000270716",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000256229",TRUE,TRUE,TRUE,TRUE,FALSE,"ZNF486"
"ENSG00000267641",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000267771",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000271524",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000231205",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF826P"
"ENSG00000268174",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000237440",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF737"
"ENSG00000188171",TRUE,TRUE,TRUE,TRUE,FALSE,"ZNF626"
"ENSG00000269779",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000160229",TRUE,TRUE,TRUE,TRUE,FALSE,"ZNF66"
"ENSG00000269040",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000266156",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000269373",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000105750",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF85"
"ENSG00000269147",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000118620",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF430"
"ENSG00000265650",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000268598",TRUE,TRUE,TRUE,FALSE,FALSE,"VN1R80P"
"ENSG00000160352",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF714"
"ENSG00000201035",TRUE,TRUE,FALSE,FALSE,FALSE,"RNA5SP469"
"ENSG00000268357",TRUE,TRUE,TRUE,FALSE,FALSE,"VN1R81P"
"ENSG00000196705",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF431"
"ENSG00000240522",TRUE,TRUE,TRUE,FALSE,FALSE,"RPL7AP10"
"ENSG00000268995",TRUE,TRUE,TRUE,FALSE,FALSE,"VN1R82P"
"ENSG00000268747",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000182141",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF708"
"ENSG00000172687",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF738"
"ENSG00000268731",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000213976",TRUE,TRUE,TRUE,FALSE,TRUE,""
"ENSG00000196268",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF493"
"ENSG00000268119",TRUE,TRUE,TRUE,TRUE,FALSE,""
"ENSG00000268658",TRUE,TRUE,TRUE,TRUE,FALSE,"LINC00664"
"ENSG00000197013",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF429"
"ENSG00000268705",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000268081",TRUE,TRUE,FALSE,TRUE,TRUE,""
"ENSG00000268555",TRUE,TRUE,TRUE,TRUE,FALSE,""
"ENSG00000268278",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000197020",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF100"
"ENSG00000269845",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000269136",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000198521",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF43"
"ENSG00000268438",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000160321",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF208"
"ENSG00000197134",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF257"
"ENSG00000269345",TRUE,TRUE,TRUE,FALSE,FALSE,"VN1R85P"
"ENSG00000196109",TRUE,TRUE,TRUE,TRUE,FALSE,"ZNF676"
"ENSG00000268079",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000268685",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000236312",TRUE,TRUE,TRUE,FALSE,FALSE,"RPL34P34"
"ENSG00000197360",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF98"
"ENSG00000268830",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000270947",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000268717",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000269138",TRUE,TRUE,FALSE,TRUE,FALSE,"ZNF209P"
"ENSG00000269364",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000269332",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000268038",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000229676",TRUE,TRUE,TRUE,TRUE,FALSE,"ZNF492"
"ENSG00000198153",TRUE,TRUE,FALSE,FALSE,FALSE,"ZNF849P"
"ENSG00000213973",TRUE,TRUE,TRUE,TRUE,FALSE,"ZNF99"
"ENSG00000269067",TRUE,TRUE,TRUE,TRUE,FALSE,"ZNF728"
"ENSG00000267886",TRUE,TRUE,TRUE,TRUE,FALSE,""
"ENSG00000183850",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF730"
"ENSG00000270479",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000268105",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000267920",TRUE,TRUE,FALSE,FALSE,FALSE,"SNX6P1"
"ENSG00000196081",TRUE,TRUE,TRUE,TRUE,FALSE,"ZNF724P"
"ENSG00000269837",TRUE,TRUE,TRUE,FALSE,TRUE,""
"ENSG00000213971",TRUE,TRUE,TRUE,TRUE,FALSE,""
"ENSG00000268794",TRUE,TRUE,TRUE,FALSE,FALSE,"VN1R90P"
"ENSG00000167232",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF91"
"ENSG00000267934",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000269416",TRUE,TRUE,TRUE,TRUE,FALSE,""
"ENSG00000268100",TRUE,TRUE,FALSE,TRUE,FALSE,"ZNF725P"
"ENSG00000197372",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF675"
"ENSG00000240231",TRUE,TRUE,TRUE,FALSE,FALSE,"RPS27P29"
"ENSG00000196172",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF681"
"ENSG00000233836",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000205246",TRUE,TRUE,TRUE,TRUE,FALSE,"RPSAP58"
"ENSG00000213967",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF726"
"ENSG00000269397",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000269421",TRUE,TRUE,TRUE,FALSE,FALSE,"ZNF92P3"
"ENSG00000268362",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000213096",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF254"
"ENSG00000268058",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000268442",TRUE,TRUE,TRUE,FALSE,FALSE,"HAVCR1P1"
"ENSG00000267696",TRUE,TRUE,FALSE,FALSE,TRUE,""
"ENSG00000261824",TRUE,TRUE,TRUE,TRUE,TRUE,"LINC00662"
"ENSG00000267575",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000272635",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000267323",TRUE,TRUE,TRUE,FALSE,FALSE,"SLC25A1P5"
"ENSG00000267623",TRUE,TRUE,TRUE,TRUE,FALSE,""
"ENSG00000267630",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000266906",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000267799",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000267528",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000267683",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000267339",TRUE,TRUE,FALSE,TRUE,FALSE,"LINC00906"
"ENSG00000267014",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000169021",TRUE,TRUE,TRUE,TRUE,TRUE,"UQCRFS1"
"ENSG00000267498",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000264515",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000266248",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000187135",TRUE,TRUE,TRUE,TRUE,TRUE,"VSTM2B"
"ENSG00000105171",TRUE,TRUE,TRUE,TRUE,TRUE,"POP4"
"ENSG00000166289",TRUE,TRUE,TRUE,TRUE,TRUE,"PLEKHF1"
"ENSG00000131943",TRUE,TRUE,TRUE,TRUE,TRUE,"C19orf12"
"ENSG00000105173",TRUE,TRUE,TRUE,TRUE,TRUE,"CCNE1"
"ENSG00000105176",TRUE,TRUE,TRUE,TRUE,TRUE,"URI1"
"ENSG00000242100",TRUE,TRUE,FALSE,FALSE,FALSE,"RPL9P32"
"ENSG00000267692",TRUE,TRUE,TRUE,FALSE,TRUE,"TAF9P3"
"ENSG00000266910",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000198597",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF536"
"ENSG00000267378",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000268953",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000121297",TRUE,TRUE,TRUE,TRUE,TRUE,"TSHZ3"
"ENSG00000267636",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000201894",TRUE,TRUE,TRUE,FALSE,FALSE,"RNU6-967P"
"ENSG00000267489",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000267204",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000168813",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF507"
"ENSG00000263960",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000267213",TRUE,TRUE,TRUE,TRUE,FALSE,""
"ENSG00000178904",TRUE,TRUE,TRUE,TRUE,TRUE,"DPY19L3"
"ENSG00000105185",TRUE,TRUE,TRUE,TRUE,TRUE,"PDCD5"
"ENSG00000242325",TRUE,TRUE,TRUE,FALSE,FALSE,"RPS12P31"
"ENSG00000186326",TRUE,TRUE,TRUE,FALSE,FALSE,"RGS9BP"
"ENSG00000267475",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000213965",TRUE,TRUE,TRUE,TRUE,TRUE,"NUDT19"
"ENSG00000021488",TRUE,TRUE,FALSE,TRUE,TRUE,"SLC7A9"
"ENSG00000266930",TRUE,TRUE,FALSE,FALSE,TRUE,""
"ENSG00000121289",TRUE,TRUE,TRUE,TRUE,TRUE,"CEP89"
"ENSG00000131944",TRUE,TRUE,TRUE,TRUE,FALSE,"C19orf40"
"ENSG00000131941",TRUE,TRUE,TRUE,TRUE,TRUE,"RHPN2"
"ENSG00000076650",TRUE,TRUE,TRUE,TRUE,TRUE,"GPATCH1"
"ENSG00000166359",TRUE,TRUE,TRUE,TRUE,TRUE,"WDR88"
"ENSG00000130876",TRUE,TRUE,TRUE,TRUE,TRUE,"SLC7A10"
"ENSG00000267714",TRUE,TRUE,TRUE,TRUE,FALSE,""
"ENSG00000245848",TRUE,TRUE,TRUE,FALSE,TRUE,"CEBPA"
"ENSG00000267296",TRUE,TRUE,TRUE,FALSE,TRUE,""
"ENSG00000267130",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000153879",TRUE,TRUE,TRUE,TRUE,TRUE,"CEBPG"
"ENSG00000124299",TRUE,TRUE,TRUE,TRUE,TRUE,"PEPD"
"ENSG00000124302",TRUE,TRUE,TRUE,TRUE,TRUE,"CHST8"
"ENSG00000153885",TRUE,TRUE,TRUE,TRUE,TRUE,"KCTD15"
"ENSG00000257103",TRUE,TRUE,TRUE,TRUE,TRUE,"LSM14A"
"ENSG00000166398",TRUE,TRUE,TRUE,TRUE,TRUE,"KIAA0355"
"ENSG00000257074",TRUE,TRUE,TRUE,FALSE,FALSE,"RPL29P33"
"ENSG00000267219",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000105220",TRUE,TRUE,TRUE,TRUE,TRUE,"GPI"
"ENSG00000126249",TRUE,TRUE,TRUE,TRUE,TRUE,"PDCD2L"
"ENSG00000264317",TRUE,TRUE,FALSE,FALSE,FALSE,"RN7SL154P"
"ENSG00000126261",TRUE,TRUE,TRUE,TRUE,TRUE,"UBA2"
"ENSG00000142279",TRUE,TRUE,TRUE,TRUE,TRUE,"WTIP"
"ENSG00000248830",TRUE,TRUE,FALSE,TRUE,TRUE,"ZNF807"
"ENSG00000268751",TRUE,TRUE,TRUE,TRUE,TRUE,"SCGB1B2P"
"ENSG00000256383",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000089335",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF302"
"ENSG00000221115",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000197841",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF181"
"ENSG00000153896",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF599"
"ENSG00000267767",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000261754",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000271109",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000270876",TRUE,TRUE,TRUE,TRUE,FALSE,""
"ENSG00000168661",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF30"
"ENSG00000180884",TRUE,TRUE,TRUE,TRUE,FALSE,"ZNF792"
"ENSG00000089351",TRUE,TRUE,TRUE,TRUE,TRUE,"GRAMD1A"
"ENSG00000271032",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000105711",TRUE,TRUE,TRUE,TRUE,TRUE,"SCN1B"
"ENSG00000267874",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000105707",TRUE,TRUE,TRUE,TRUE,TRUE,"HPN"
"ENSG00000227392",TRUE,TRUE,TRUE,TRUE,TRUE,"HPN-AS1"
"ENSG00000179066",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000089356",TRUE,TRUE,TRUE,TRUE,TRUE,"FXYD3"
"ENSG00000153902",TRUE,TRUE,TRUE,TRUE,TRUE,"LGI4"
"ENSG00000203403",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000266964",TRUE,TRUE,TRUE,TRUE,TRUE,"FXYD1"
"ENSG00000221946",TRUE,TRUE,TRUE,TRUE,TRUE,"FXYD7"
"ENSG00000089327",TRUE,TRUE,TRUE,TRUE,TRUE,"FXYD5"
"ENSG00000177558",TRUE,TRUE,FALSE,TRUE,FALSE,"FAM187B"
"ENSG00000262497",TRUE,TRUE,TRUE,FALSE,FALSE,"FAM187B2P"
"ENSG00000105699",TRUE,TRUE,TRUE,TRUE,TRUE,"LSR"
"ENSG00000271366",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000268947",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000105698",TRUE,TRUE,TRUE,TRUE,TRUE,"USF2"
"ENSG00000105697",TRUE,TRUE,TRUE,TRUE,TRUE,"HAMP"
"ENSG00000105695",TRUE,TRUE,TRUE,TRUE,TRUE,"MAG"
"ENSG00000012124",TRUE,TRUE,TRUE,TRUE,TRUE,"CD22"
"ENSG00000269553",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000263397",TRUE,TRUE,TRUE,FALSE,FALSE,"MIR5196"
"ENSG00000126266",TRUE,TRUE,TRUE,FALSE,FALSE,"FFAR1"
"ENSG00000185897",TRUE,TRUE,TRUE,TRUE,FALSE,"FFAR3"
"ENSG00000233214",TRUE,TRUE,TRUE,TRUE,FALSE,""
"ENSG00000232680",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000188508",TRUE,TRUE,FALSE,TRUE,FALSE,"KRTDAP"
"ENSG00000161249",TRUE,TRUE,TRUE,TRUE,TRUE,"DMKN"
"ENSG00000189001",TRUE,TRUE,FALSE,TRUE,FALSE,"SBSN"
"ENSG00000105679",TRUE,TRUE,FALSE,TRUE,TRUE,"GAPDHS"
"ENSG00000105675",TRUE,TRUE,TRUE,TRUE,FALSE,"ATP4A"
"ENSG00000267626",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000249115",TRUE,TRUE,TRUE,TRUE,TRUE,"HAUS5"
"ENSG00000105672",TRUE,TRUE,TRUE,TRUE,FALSE,"ETV2"
"ENSG00000126267",TRUE,TRUE,TRUE,TRUE,TRUE,"COX6B1"
"ENSG00000161265",TRUE,TRUE,TRUE,TRUE,FALSE,"U2AF1L4"
"ENSG00000205155",TRUE,TRUE,TRUE,TRUE,TRUE,"PSENEN"
"ENSG00000267439",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000267796",TRUE,TRUE,TRUE,TRUE,FALSE,"LIN37"
"ENSG00000004776",TRUE,TRUE,TRUE,TRUE,TRUE,"HSPB6"
"ENSG00000167595",TRUE,TRUE,TRUE,TRUE,TRUE,"C19orf55"
"ENSG00000267049",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000004777",TRUE,TRUE,TRUE,TRUE,TRUE,"ARHGAP33"
"ENSG00000225872",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000250799",TRUE,TRUE,FALSE,TRUE,FALSE,"PRODH2"
"ENSG00000161270",TRUE,TRUE,TRUE,TRUE,TRUE,"NPHS1"
"ENSG00000126259",TRUE,TRUE,TRUE,TRUE,FALSE,"KIRREL2"
"ENSG00000105290",TRUE,TRUE,TRUE,TRUE,TRUE,"APLP1"
"ENSG00000167604",TRUE,TRUE,TRUE,TRUE,TRUE,"NFKBID"
"ENSG00000126264",TRUE,TRUE,TRUE,TRUE,TRUE,"HCST"
"ENSG00000011600",TRUE,TRUE,TRUE,TRUE,TRUE,"TYROBP"
"ENSG00000267786",TRUE,TRUE,FALSE,TRUE,TRUE,""
"ENSG00000267113",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000267388",TRUE,TRUE,FALSE,TRUE,TRUE,""
"ENSG00000205138",TRUE,TRUE,TRUE,FALSE,TRUE,"SDHAF1"
"ENSG00000181392",TRUE,TRUE,FALSE,TRUE,FALSE,"SYNE4"
"ENSG00000239382",TRUE,TRUE,TRUE,TRUE,FALSE,"ALKBH6"
"ENSG00000105270",TRUE,TRUE,TRUE,TRUE,FALSE,"CLIP3"
"ENSG00000161277",TRUE,TRUE,TRUE,TRUE,TRUE,"THAP8"
"ENSG00000075702",TRUE,TRUE,TRUE,TRUE,TRUE,"WDR62"
"ENSG00000105258",TRUE,TRUE,TRUE,TRUE,TRUE,"POLR2I"
"ENSG00000105254",TRUE,TRUE,TRUE,TRUE,TRUE,"TBCB"
"ENSG00000126247",TRUE,TRUE,TRUE,TRUE,TRUE,"CAPNS1"
"ENSG00000270760",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000161281",TRUE,TRUE,TRUE,TRUE,TRUE,"COX7A1"
"ENSG00000267005",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000196357",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF565"
"ENSG00000167635",TRUE,TRUE,TRUE,TRUE,FALSE,"ZNF146"
"ENSG00000267053",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000232677",TRUE,TRUE,TRUE,TRUE,TRUE,"LINC00665"
"ENSG00000142065",TRUE,TRUE,TRUE,TRUE,TRUE,"ZFP14"
"ENSG00000181007",TRUE,TRUE,TRUE,TRUE,TRUE,"ZFP82"
"ENSG00000267142",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000186017",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF566"
"ENSG00000267309",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000254004",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF260"
"ENSG00000228629",TRUE,TRUE,FALSE,TRUE,TRUE,""
"ENSG00000186020",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF529"
"ENSG00000233527",TRUE,TRUE,TRUE,TRUE,FALSE,""
"ENSG00000161298",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF382"
"ENSG00000266935",TRUE,TRUE,FALSE,FALSE,TRUE,""
"ENSG00000197808",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF461"
"ENSG00000189042",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF567"
"ENSG00000267041",TRUE,TRUE,TRUE,TRUE,FALSE,"ZNF850"
"ENSG00000267260",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000267254",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000197863",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF790"
"ENSG00000251247",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF345"
"ENSG00000185869",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF829"
"ENSG00000243297",TRUE,TRUE,TRUE,FALSE,FALSE,"RPL31P61"
"ENSG00000198453",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF568"
"ENSG00000197050",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF420"
"ENSG00000267345",TRUE,TRUE,TRUE,TRUE,FALSE,""
"ENSG00000196967",TRUE,TRUE,TRUE,TRUE,FALSE,"ZNF585A"
"ENSG00000267437",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000245680",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF585B"
"ENSG00000188283",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF383"
"ENSG00000267605",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000181666",TRUE,TRUE,TRUE,TRUE,TRUE,"HKR1"
"ENSG00000267682",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000189164",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF527"
"ENSG00000196437",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF569"
"ENSG00000171827",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF570"
"ENSG00000267381",TRUE,TRUE,TRUE,FALSE,TRUE,""
"ENSG00000266916",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000267115",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000188227",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF793"
"ENSG00000180458",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000267470",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF571-AS1"
"ENSG00000171817",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF540"
"ENSG00000180479",TRUE,TRUE,TRUE,TRUE,FALSE,"ZNF571"
"ENSG00000120784",TRUE,TRUE,TRUE,TRUE,TRUE,"ZFP30"
"ENSG00000196381",TRUE,TRUE,TRUE,TRUE,FALSE,"ZNF781"
"ENSG00000267552",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000267319",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000198182",TRUE,TRUE,TRUE,FALSE,TRUE,"ZNF607"
"ENSG00000267152",TRUE,TRUE,FALSE,FALSE,TRUE,""
"ENSG00000189144",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF573"
"ENSG00000267422",TRUE,TRUE,TRUE,TRUE,FALSE,""
"ENSG00000267640",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000225868",TRUE,TRUE,FALSE,TRUE,TRUE,""
"ENSG00000229481",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000171804",TRUE,TRUE,FALSE,TRUE,FALSE,"WDR87"
"ENSG00000268499",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000266428",TRUE,TRUE,TRUE,FALSE,FALSE,"RN7SL663P"
"ENSG00000011332",TRUE,TRUE,TRUE,TRUE,TRUE,"DPF1"
"ENSG00000167642",TRUE,TRUE,TRUE,TRUE,TRUE,"SPINT2"
"ENSG00000167641",TRUE,TRUE,TRUE,TRUE,FALSE,"PPP1R14A"
"ENSG00000167645",TRUE,TRUE,TRUE,TRUE,TRUE,"YIF1B"
"ENSG00000099337",TRUE,TRUE,TRUE,TRUE,FALSE,"KCNK6"
"ENSG00000268913",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000099338",TRUE,TRUE,TRUE,TRUE,TRUE,"CATSPERG"
"ENSG00000099341",TRUE,TRUE,TRUE,TRUE,TRUE,"PSMD8"
"ENSG00000179168",TRUE,TRUE,TRUE,TRUE,TRUE,"GGN"
"ENSG00000188766",TRUE,TRUE,TRUE,TRUE,TRUE,"SPRED3"
"ENSG00000267473",TRUE,TRUE,TRUE,FALSE,TRUE,""
"ENSG00000130244",TRUE,TRUE,TRUE,TRUE,TRUE,"FAM98C"
"ENSG00000171777",TRUE,TRUE,FALSE,TRUE,FALSE,"RASGRP4"
"ENSG00000196218",TRUE,TRUE,TRUE,TRUE,TRUE,"RYR1"
"ENSG00000268055",TRUE,TRUE,TRUE,TRUE,FALSE,""
"ENSG00000104814",TRUE,TRUE,TRUE,TRUE,TRUE,"MAP4K1"
"ENSG00000130402",TRUE,TRUE,TRUE,TRUE,TRUE,"ACTN4"
"ENSG00000182472",TRUE,TRUE,TRUE,TRUE,FALSE,"CAPN12"
"ENSG00000267892",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000178934",TRUE,TRUE,FALSE,TRUE,FALSE,"LGALS7B"
"ENSG00000104823",TRUE,TRUE,TRUE,TRUE,TRUE,"ECH1"
"ENSG00000268756",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000104824",TRUE,TRUE,TRUE,TRUE,TRUE,"HNRNPL"
"ENSG00000269688",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000187994",TRUE,TRUE,TRUE,TRUE,TRUE,"RINL"
"ENSG00000068903",TRUE,TRUE,TRUE,TRUE,TRUE,"SIRT2"
"ENSG00000104825",TRUE,TRUE,TRUE,TRUE,TRUE,"NFKBIB"
"ENSG00000262484",TRUE,TRUE,TRUE,TRUE,TRUE,"CCER2"
"ENSG00000104835",TRUE,TRUE,TRUE,TRUE,TRUE,"SARS2"
"ENSG00000128626",TRUE,TRUE,TRUE,TRUE,FALSE,"MRPS12"
"ENSG00000269190",TRUE,TRUE,TRUE,TRUE,TRUE,"FBXO17"
"ENSG00000161243",TRUE,TRUE,TRUE,TRUE,TRUE,"FBXO27"
"ENSG00000251709",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000183760",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000188505",TRUE,TRUE,FALSE,TRUE,FALSE,"NCCRP1"
"ENSG00000197110",TRUE,TRUE,FALSE,TRUE,FALSE,"IFNL3"
"ENSG00000272395",TRUE,TRUE,FALSE,TRUE,FALSE,"IFNL4"
"ENSG00000213926",TRUE,TRUE,FALSE,FALSE,FALSE,"MSRB1P1"
"ENSG00000182393",TRUE,TRUE,FALSE,TRUE,FALSE,"IFNL1"
"ENSG00000130755",TRUE,TRUE,TRUE,TRUE,TRUE,"GMFG"
"ENSG00000269246",TRUE,TRUE,TRUE,FALSE,FALSE,""
